site,date_local,min_temp_c,max_temp_c,median_temp_c,mean_temp_c
E03,2023-03-15,28.6369,29.1613,28.87255,28.88399715
E04,2023-03-15,28.6076,29.1866,28.89115,28.87683326
N01,2023-03-15,28.8886,29.2104,29.06105,29.06094285
N02,2023-03-15,28.9025,29.2182,29.06465,29.06448417
N03,2023-03-15,28.9035,29.2264,29.0699,29.06815306
N04,2023-03-15,28.902,29.1873,29.0461,29.05212208
N05,2023-03-15,28.9062,29.225,29.04,29.05429944
W01,2023-03-15,28.6169,29.2334,28.9359,28.94225833
W02,2023-03-15,28.6644,29.2056,28.93175,28.92953083
W04,2023-03-15,28.586,29.366,28.9565,28.93836958
B01,2023-03-16,28.8124,29.4035,29.02525,29.06082153
B04,2023-03-16,28.8542,29.3395,29.02095,29.03143972
B05,2023-03-16,28.7965,29.4119,29.03115,29.05933028
B06,2023-03-16,28.7911,29.2853,29.04025,29.03106667
B07,2023-03-16,28.7391,29.4788,29.0891,29.06912042
B08,2023-03-16,28.8142,29.4544,29.09995,29.0815109
B09,2023-03-16,28.7321,29.4591,29.038,29.05454764
B10,2023-03-16,28.6759,29.8796,28.8785,29.11351986
B10.5,2023-03-16,28.7325,29.7714,28.989,29.11197389
B11,2023-03-16,28.716,29.4568,29.0257,29.02894597
B12,2023-03-16,28.5319,29.7498,29.0578,29.10737264
B13,2023-03-16,28.5534,29.8374,29.03235,29.14601778
B14,2023-03-16,28.6178,29.6313,28.9266,29.06904722
B15,2023-03-16,28.5792,29.4163,28.81265,28.91780319
B17,2023-03-16,28.622,29.546,28.8332,28.9712125
B18,2023-03-16,28.5752,29.5205,28.9222,28.97766083
B19,2023-03-16,28.4261,30.2116,28.77085,29.06025917
B20,2023-03-16,28.4554,30.6615,29.10385,29.29167417
B21,2023-03-16,28.5218,30.5407,29.17355,29.31558208
B22,2023-03-16,28.4871,30.4594,29.2966,29.34130347
B24,2023-03-16,28.4643,30.5579,29.265,29.36144542
B25,2023-03-16,28.5168,30.7873,29.15555,29.34189889
B26,2023-03-16,28.5698,30.6783,29.32,29.45015111
B27,2023-03-16,28.5958,30.0224,29.21815,29.2271775
B28,2023-03-16,28.5485,30.6139,29.3504,29.40770806
B29,2023-03-16,28.3588,30.8967,29.3588,29.33819569
B30,2023-03-16,28.4526,30.4695,29.42355,29.34480458
B31,2023-03-16,28.5277,30.8736,29.56685,29.43188014
B32,2023-03-16,28.4922,30.6686,29.4334,29.41121736
B33,2023-03-16,28.4587,30.2829,29.0171,29.20999
B34,2023-03-16,28.4726,30.4219,28.831,29.20611486
B35,2023-03-16,28.6848,30.1986,28.90155,29.20567653
E01,2023-03-16,28.6387,29.6153,28.89065,29.04194292
E02,2023-03-16,28.666,29.5117,28.94575,29.03704306
E03,2023-03-16,28.6158,29.8862,29.025,29.12531688
E04,2023-03-16,28.5818,29.9066,29.01555,29.13163604
N01,2023-03-16,28.8541,29.4024,29.0077,29.04610743
N02,2023-03-16,28.8641,29.3721,29.0185,29.0252809
N03,2023-03-16,28.872,29.1773,29.03105,29.00311167
N04,2023-03-16,28.8384,29.495,28.9745,29.05579264
N05,2023-03-16,28.8218,29.7066,28.96665,29.11108986
W01,2023-03-16,28.6776,30.1689,29.2747,29.29050819
W02,2023-03-16,28.6715,30.2464,29.26475,29.30950222
W04,2023-03-16,28.5397,30.9143,29.3084,29.51013542
B01,2023-03-17,28.8068,29.6236,28.94815,29.06276118
B04,2023-03-17,28.8732,29.5372,28.99655,29.07461264
B05,2023-03-17,28.9484,29.4847,29.0472,29.11850743
B06,2023-03-17,28.8796,29.2838,28.9763,29.04027069
B07,2023-03-17,28.8466,29.4325,28.96995,29.05251208
B08,2023-03-17,28.8191,29.4608,28.9688,29.05801674
B09,2023-03-17,28.6981,29.5386,28.96975,29.03811264
B10,2023-03-17,28.6597,29.6501,28.80535,29.00194333
B10.5,2023-03-17,28.768,29.475,28.86625,29.00354875
B11,2023-03-17,28.8253,29.4341,28.9908,29.02951889
B12,2023-03-17,28.7279,29.6817,29.02275,29.11429194
B13,2023-03-17,28.6445,29.6382,28.9205,29.04855681
B14,2023-03-17,28.5702,29.52,28.8941,28.96914458
B15,2023-03-17,28.6195,29.3607,28.78995,28.90357528
B17,2023-03-17,28.6722,29.4555,28.8979,28.98329236
B18,2023-03-17,28.5226,29.3058,28.762,28.88064139
B19,2023-03-17,28.4859,29.5418,28.6879,28.88999972
B20,2023-03-17,28.4168,29.4735,28.8042,28.85760417
B21,2023-03-17,28.3514,29.3801,28.76355,28.83028625
B22,2023-03-17,28.4176,29.3556,28.86375,28.88948917
B24,2023-03-17,28.3609,29.4349,28.92715,28.95189597
B25,2023-03-17,28.5254,29.4363,28.9822,29.00293944
B26,2023-03-17,28.5735,29.5988,29.01495,29.06180111
B27,2023-03-17,28.6904,29.6886,29.19055,29.170085
B28,2023-03-17,28.5378,29.5227,29.0994,29.05453639
B29,2023-03-17,28.3855,29.4355,28.99785,29.01907778
B30,2023-03-17,28.4889,29.3565,28.9819,28.98772292
B31,2023-03-17,28.5165,29.5012,29.0563,29.03729153
B32,2023-03-17,28.5108,29.5187,29.1118,29.09048903
B33,2023-03-17,28.3341,29.5561,28.8763,28.92619333
B34,2023-03-17,28.3216,29.6036,28.82935,28.90234431
B35,2023-03-17,28.491,29.7444,28.8245,29.01023889
E01,2023-03-17,28.6098,29.4129,28.92725,28.971305
E02,2023-03-17,28.6619,29.4759,28.93975,28.98534444
E03,2023-03-17,28.6129,29.7262,28.83225,28.98974556
E04,2023-03-17,28.5811,29.7104,28.81395,28.98806576
N01,2023-03-17,28.8364,29.5512,28.98985,29.084825
N02,2023-03-17,28.8823,29.5377,29.00805,29.0815534
N03,2023-03-17,28.9208,29.3441,29.0309,29.06835736
N04,2023-03-17,28.7851,29.5902,28.931,29.07443319
N05,2023-03-17,28.7388,29.7955,28.90795,29.10572139
W01,2023-03-17,28.6937,29.2925,29.0286,29.02912167
W02,2023-03-17,28.6985,29.4094,29.02975,29.03362986
W04,2023-03-17,28.52,29.8407,28.96455,29.08943819
B01,2023-03-18,28.8124,29.5589,29.0648,29.058555
B04,2023-03-18,28.8286,29.4967,28.97715,29.04734417
B05,2023-03-18,28.8526,29.6075,29.0715,29.11615535
B06,2023-03-18,28.8188,29.3832,29.0267,29.04627653
B07,2023-03-18,28.785,29.6441,28.9782,29.05590514
B08,2023-03-18,28.7684,29.6769,29.0147,29.0672916
B09,2023-03-18,28.7684,29.4884,28.98155,29.02681222
B10,2023-03-18,28.5518,29.7838,28.88145,28.97697
B10.5,2023-03-18,28.6745,29.5343,28.93875,28.98028069
B11,2023-03-18,28.7122,29.3369,28.96515,28.97797181
B12,2023-03-18,28.7045,29.7669,28.86785,29.01450958
B13,2023-03-18,28.677,29.6722,28.8624,29.00671236
B14,2023-03-18,28.6478,29.3824,28.7893,28.88771653
B15,2023-03-18,28.6174,29.309,28.8048,28.87305361
B17,2023-03-18,28.5572,29.4122,28.8501,28.90931014
B18,2023-03-18,28.5031,29.3742,28.8251,28.88374625
B19,2023-03-18,28.4575,29.6392,28.82515,28.87645417
B20,2023-03-18,28.6256,29.5475,28.9122,28.94771861
B21,2023-03-18,28.7068,29.4473,28.9011,28.96374833
B22,2023-03-18,28.676,29.4576,28.9086,28.97253736
B24,2023-03-18,28.8398,29.4089,28.9812,29.02550875
B25,2023-03-18,28.8548,29.4814,28.9691,29.02046319
B26,2023-03-18,28.8307,29.4328,28.9517,29.02573667
B27,2023-03-18,28.8453,29.3543,28.9999,29.01268389
B28,2023-03-18,28.8598,29.3745,28.96015,29.01007069
B29,2023-03-18,28.7879,29.4605,28.95765,29.03112611
B30,2023-03-18,28.875,29.379,28.9641,29.01531333
B31,2023-03-18,28.8895,29.4222,28.9536,29.01203208
B32,2023-03-18,28.6954,29.4991,28.97655,28.99856486
B33,2023-03-18,28.7357,29.5605,28.8619,28.95977556
B34,2023-03-18,28.7207,29.499,28.87425,28.94777194
B35,2023-03-18,28.5183,29.7969,28.85645,28.96622
E01,2023-03-18,28.6558,29.3889,28.7916,28.88510688
E02,2023-03-18,28.6876,29.2929,28.82065,28.89177889
E03,2023-03-18,28.6207,29.5017,28.75175,28.89741271
E04,2023-03-18,28.5785,29.523,28.741,28.90038688
N01,2023-03-18,28.7656,29.624,28.94735,29.04458882
N02,2023-03-18,28.7791,29.6573,28.9504,29.04423806
N03,2023-03-18,28.826,29.4448,28.96255,29.02779736
N04,2023-03-18,28.7023,29.6587,28.94,29.03838056
N05,2023-03-18,28.6545,29.9436,28.9457,29.07270694
W01,2023-03-18,28.8578,29.281,28.9682,29.00685389
W02,2023-03-18,28.8517,29.3304,28.9612,29.00826097
W04,2023-03-18,28.8011,29.7036,28.93475,29.05160431
B01,2023-03-19,28.8429,29.2986,28.95055,28.99923938
B04,2023-03-19,28.8313,29.2199,28.90955,28.96552167
B05,2023-03-19,28.8356,29.3271,28.94095,29.02013347
B06,2023-03-19,28.8155,29.1717,28.94405,28.96700847
B07,2023-03-19,28.8012,29.3155,28.9325,28.98211597
B08,2023-03-19,28.7909,29.306,28.90635,28.98932979
B09,2023-03-19,28.8003,29.2113,28.9153,28.96492069
B10,2023-03-19,28.5829,29.371,28.7969,28.88788069
B10.5,2023-03-19,28.6804,29.2283,28.82275,28.89192236
B11,2023-03-19,28.7353,29.2243,28.87125,28.91710639
B12,2023-03-19,28.6227,29.3195,28.80125,28.89523778
B13,2023-03-19,28.5031,29.3428,28.79335,28.87304736
B14,2023-03-19,28.6356,29.1555,28.8153,28.86177583
B15,2023-03-19,28.6527,29.1473,28.8017,28.86137569
B17,2023-03-19,28.672,29.2025,28.81385,28.87129181
B18,2023-03-19,28.6724,29.2298,28.8507,28.87699569
B19,2023-03-19,28.592,29.4347,28.7808,28.90058236
B20,2023-03-19,28.7255,29.3527,28.86615,28.95122792
B21,2023-03-19,28.7676,29.3971,28.89225,28.97928306
B22,2023-03-19,28.7697,29.3424,28.91595,28.98582583
B24,2023-03-19,28.7806,29.3533,28.97575,29.01279958
B25,2023-03-19,28.7967,29.3685,28.90155,28.99597944
B26,2023-03-19,28.7999,29.4328,28.90025,28.99877444
B27,2023-03-19,28.7929,29.4417,28.9431,28.98350083
B28,2023-03-19,28.7617,29.4636,28.88205,28.97859361
B29,2023-03-19,28.7301,29.4601,28.9143,28.98973361
B30,2023-03-19,28.7763,29.3346,28.90105,28.96975972
B31,2023-03-19,28.7858,29.3499,28.91235,28.98055069
B32,2023-03-19,28.6649,29.3972,28.9157,28.98498597
B33,2023-03-19,28.6415,29.3348,28.83225,28.91313125
B34,2023-03-19,28.6646,29.2754,28.8634,28.90485528
B35,2023-03-19,28.5358,29.4595,28.79925,28.91468764
E01,2023-03-19,28.6511,29.1617,28.8178,28.86065729
E02,2023-03-19,28.6969,29.1129,28.83465,28.86859278
E03,2023-03-19,28.5654,29.1913,28.7893,28.85404951
E04,2023-03-19,28.5437,29.2138,28.76735,28.85381361
N01,2023-03-19,28.7864,29.269,28.8764,28.9541775
N02,2023-03-19,28.8181,29.222,28.8991,28.96070972
N03,2023-03-19,28.8169,29.1633,28.9202,28.95725708
N04,2023-03-19,28.7512,29.304,28.8468,28.94325778
N05,2023-03-19,28.7212,29.3932,28.83415,28.95247125
W01,2023-03-19,28.823,29.2891,28.91755,28.97973806
W02,2023-03-19,28.8258,29.302,28.9145,28.98104514
W04,2023-03-19,28.7615,29.5586,28.8864,29.01187486
B01,2023-03-20,28.6632,29.7699,28.9946,29.09752549
B04,2023-03-20,28.6768,29.6701,28.92345,29.03213458
B05,2023-03-20,28.695,29.6317,28.97715,29.08045743
B06,2023-03-20,28.7373,29.4434,28.9519,29.01213764
B07,2023-03-20,28.7318,29.6742,29.0412,29.10966278
B08,2023-03-20,28.6663,29.7328,28.94225,29.0645209
B09,2023-03-20,28.6909,29.6184,29.00615,29.09142222
B10,2023-03-20,28.4018,29.8812,29.0414,29.06052625
B10.5,2023-03-20,28.5481,29.6321,29.1242,29.07186097
B11,2023-03-20,28.6185,29.4393,29.1765,29.04730319
B12,2023-03-20,28.4074,29.8121,29.04755,29.02903694
B13,2023-03-20,28.3846,30.0182,28.98025,29.06443292
B14,2023-03-20,28.378,29.9073,29.0071,29.03147278
B15,2023-03-20,28.467,29.6401,28.89275,28.93183111
B17,2023-03-20,28.5444,29.9151,28.8785,29.06121778
B18,2023-03-20,28.3642,29.6213,28.92605,29.02465847
B19,2023-03-20,28.3167,29.9219,28.8718,29.030195
B20,2023-03-20,28.3272,29.8061,28.8539,28.9653975
B21,2023-03-20,28.3842,29.7247,28.88505,29.00998486
B22,2023-03-20,28.4384,29.6777,28.86195,28.99241167
B24,2023-03-20,28.5173,29.5135,28.8977,28.98381722
B25,2023-03-20,28.5045,29.5723,28.86515,28.95463875
B26,2023-03-20,28.6594,29.6045,28.8635,28.98671958
B27,2023-03-20,28.6074,29.4576,28.8978,28.94502069
B28,2023-03-20,28.5127,29.6871,28.8457,28.95090472
B29,2023-03-20,28.4312,29.6767,28.8431,28.96021472
B30,2023-03-20,28.5723,29.4646,28.8612,28.95073833
B31,2023-03-20,28.5614,29.5401,28.85945,28.95785569
B32,2023-03-20,28.5148,29.4992,28.84325,28.94634611
B33,2023-03-20,28.1804,29.9326,28.81245,28.92113653
B34,2023-03-20,28.1741,29.8251,28.7908,28.93619625
B35,2023-03-20,27.9982,30.3945,28.76885,29.04646139
E01,2023-03-20,28.4888,29.8168,29.0234,29.03531076
E02,2023-03-20,28.5487,29.7874,29.06925,29.04357458
E03,2023-03-20,28.3584,29.86,28.99535,29.06587701
E04,2023-03-20,28.3646,29.9892,28.95475,29.05466944
N01,2023-03-20,28.6226,29.8593,28.9121,29.0442691
N02,2023-03-20,28.663,29.7783,28.94085,29.03955507
N03,2023-03-20,28.7078,29.6177,28.9677,29.01031958
N04,2023-03-20,28.6057,29.9295,28.85685,29.05009889
N05,2023-03-20,28.5356,30.2346,28.8305,29.11100972
W01,2023-03-20,28.7447,29.4251,28.889,28.96797319
W02,2023-03-20,28.7261,29.3739,28.879,28.96610597
W04,2023-03-20,28.5593,29.8406,28.85,29.00488653
B01,2023-03-21,28.8499,29.7123,29.163,29.20817278
B04,2023-03-21,28.76,29.6102,29.1096,29.13854708
B05,2023-03-21,28.9402,29.6652,29.11455,29.20596757
B06,2023-03-21,28.8887,29.4853,29.11795,29.14076201
B07,2023-03-21,28.8459,29.7182,29.14625,29.21764667
B08,2023-03-21,28.779,29.7453,29.02795,29.14807979
B09,2023-03-21,28.7657,29.8398,29.0726,29.18243361
B10,2023-03-21,28.7714,29.5681,29.0378,29.09501792
B10.5,2023-03-21,28.8018,29.5806,29.0592,29.12987069
B11,2023-03-21,28.8687,29.4541,29.11785,29.14126417
B12,2023-03-21,28.7555,29.4913,29.11285,29.13913069
B13,2023-03-21,28.778,29.6559,29.1086,29.17181306
B14,2023-03-21,28.8289,29.4371,29.04915,29.10855903
B15,2023-03-21,28.8138,29.3225,28.9443,29.00698347
B17,2023-03-21,28.8285,29.5031,29.0184,29.08507958
B18,2023-03-21,28.84,29.3319,28.9428,29.01873708
B19,2023-03-21,28.7107,29.6229,28.87655,29.04562236
B20,2023-03-21,28.7739,29.5833,28.8933,29.05931361
B21,2023-03-21,28.8207,29.6507,28.9304,29.08774319
B22,2023-03-21,28.8236,29.5842,28.95545,29.10050181
B24,2023-03-21,28.7476,29.4905,28.9809,29.06933139
B25,2023-03-21,28.7064,29.5506,28.90555,29.04896583
B26,2023-03-21,28.695,29.7325,28.9563,29.11156819
B27,2023-03-21,28.6777,29.6279,29.0578,29.09591528
B28,2023-03-21,28.7277,30.0015,29.11305,29.23154153
B29,2023-03-21,28.6245,29.9546,29.20245,29.23314375
B30,2023-03-21,28.6997,29.9449,29.27425,29.25893972
B31,2023-03-21,28.6777,30.3483,29.30325,29.29290542
B32,2023-03-21,28.4772,29.6724,29.25765,29.10108431
B33,2023-03-21,28.4822,29.8175,28.91195,28.98557694
B34,2023-03-21,28.5443,29.8546,29.09175,29.08187139
B35,2023-03-21,28.4518,30.9069,29.0037,29.36815653
E01,2023-03-21,28.8271,29.4218,29.04365,29.1047309
E02,2023-03-21,28.8418,29.4528,29.05665,29.10332083
E03,2023-03-21,28.8276,29.6198,29.07495,29.13084201
E04,2023-03-21,28.8182,29.5749,29.062,29.13157757
N01,2023-03-21,28.7628,29.7503,29.1106,29.15228326
N02,2023-03-21,28.7624,29.6887,29.1076,29.13912813
N03,2023-03-21,28.7783,29.465,29.1258,29.11359069
N04,2023-03-21,28.7069,29.8168,29.09405,29.16392528
N05,2023-03-21,28.6828,30.1633,29.07715,29.23409792
W01,2023-03-21,28.7154,29.4298,28.999,29.04758903
W02,2023-03-21,28.7231,29.5393,28.98205,29.05910875
W04,2023-03-21,28.6599,29.9906,28.9405,29.14954806
B01,2023-03-22,28.913,30.1055,29.3702,29.39926861
B04,2023-03-22,28.9355,29.9076,29.206,29.29471806
B05,2023-03-22,28.9656,30.0006,29.32245,29.35048972
B06,2023-03-22,28.9546,29.7534,29.31205,29.27514326
B07,2023-03-22,28.8727,29.995,29.38355,29.38085667
B08,2023-03-22,28.8944,29.8688,29.2179,29.28468653
B09,2023-03-22,28.8112,29.7647,29.23755,29.25628181
B10,2023-03-22,28.8265,29.6385,29.11905,29.14358375
B10.5,2023-03-22,28.8226,29.8483,29.09295,29.19191319
B11,2023-03-22,28.8668,29.9507,29.09735,29.13713681
B12,2023-03-22,28.7946,29.6157,29.03435,29.14140764
B13,2023-03-22,28.7975,29.869,29.04585,29.16865389
B14,2023-03-22,28.8816,29.5172,29.12185,29.13954097
B15,2023-03-22,28.874,29.4859,29.0812,29.08828944
B17,2023-03-22,28.8499,29.8594,29.29735,29.23133514
B18,2023-03-22,28.8309,29.7351,29.26865,29.2039325
B19,2023-03-22,28.7794,29.7656,29.42015,29.26477833
B20,2023-03-22,28.7964,29.9641,29.46255,29.34667125
B21,2023-03-22,28.8251,30.1001,29.4539,29.3586525
B22,2023-03-22,28.8304,30.4173,29.4918,29.42050028
B24,2023-03-22,28.7517,30.016,29.4145,29.35380875
B25,2023-03-22,28.7811,30.7157,29.4661,29.43468153
B26,2023-03-22,28.7964,30.8508,29.61575,29.57365972
B27,2023-03-22,28.7406,30.6941,29.59155,29.629145
B28,2023-03-22,28.8214,30.1682,29.7012,29.49463097
B29,2023-03-22,28.9318,30.2117,29.71435,29.57188806
B30,2023-03-22,29.0489,29.996,29.7115,29.55525958
B31,2023-03-22,29.0605,30.303,29.5948,29.53767681
B32,2023-03-22,28.9361,30.0377,29.32145,29.40687847
B33,2023-03-22,28.8113,30.2765,29.24165,29.34062639
B34,2023-03-22,28.8066,30.1604,29.3651,29.37716139
B35,2023-03-22,28.7761,31.2775,29.35775,29.64571917
E01,2023-03-22,28.8835,29.4893,29.1189,29.13444778
E02,2023-03-22,28.8943,29.4641,29.12175,29.12755
E03,2023-03-22,28.8674,29.6994,29.1166,29.15191938
E04,2023-03-22,28.8458,29.6881,29.1132,29.15164986
N01,2023-03-22,28.9104,30.0696,29.2379,29.31952729
N02,2023-03-22,28.9357,30.0204,29.228,29.29599882
N03,2023-03-22,28.9495,29.8097,29.24095,29.25461986
N04,2023-03-22,28.8584,30.2292,29.21625,29.34521208
N05,2023-03-22,28.8268,30.5695,29.1925,29.43715944
W01,2023-03-22,28.8534,30.6863,29.4547,29.48678153
W02,2023-03-22,28.852,30.6276,29.5352,29.49839139
W04,2023-03-22,28.7627,30.9777,29.5888,29.63448708
B01,2023-03-23,29.0501,29.9439,29.36635,29.38218
B04,2023-03-23,29.0649,29.8096,29.30715,29.34803222
B05,2023-03-23,29.0698,29.8727,29.3291,29.38607625
B06,2023-03-23,28.9541,29.6089,29.2388,29.25973278
B07,2023-03-23,29.0358,29.8655,29.2608,29.35132611
B08,2023-03-23,28.8966,29.7455,29.18375,29.26280722
B09,2023-03-23,28.7916,29.6449,29.1478,29.21940306
B10,2023-03-23,28.8893,29.7365,29.102,29.19272486
B10.5,2023-03-23,28.9269,29.7499,29.11,29.20911083
B11,2023-03-23,28.9382,29.7132,29.1989,29.23523708
B12,2023-03-23,28.9532,29.6962,29.1144,29.22772306
B13,2023-03-23,28.936,29.7832,29.19735,29.28261014
B14,2023-03-23,28.9722,29.677,29.2941,29.30960042
B15,2023-03-23,28.8987,29.5075,29.046,29.11202403
B17,2023-03-23,28.9212,29.4319,29.1297,29.15692153
B18,2023-03-23,28.8999,29.4086,29.1559,29.12509306
B19,2023-03-23,28.9321,29.5727,29.26435,29.23343931
B20,2023-03-23,28.9312,29.7759,29.2967,29.30815194
B21,2023-03-23,28.9681,29.8678,29.3231,29.37726139
B22,2023-03-23,28.9496,29.8712,29.39265,29.41878028
B24,2023-03-23,28.9918,29.9869,29.2213,29.28983653
B25,2023-03-23,29.0575,29.8896,29.3638,29.40165375
B26,2023-03-23,29.0305,30.2671,29.5178,29.55538056
B27,2023-03-23,29.013,30.0314,29.49045,29.475785
B28,2023-03-23,28.8429,30.2551,29.48725,29.44650819
B29,2023-03-23,28.8347,30.1455,29.4866,29.41964028
B30,2023-03-23,28.889,29.9151,29.3209,29.31523556
B31,2023-03-23,28.6373,30.1329,29.2706,29.27417111
B32,2023-03-23,28.9184,30.0731,29.26445,29.31640694
B33,2023-03-23,28.5206,30.4519,29.4705,29.54587736
B34,2023-03-23,28.6657,30.6986,29.68375,29.53350806
B35,2023-03-23,28.5349,30.9286,29.2715,29.56919931
E01,2023-03-23,28.9639,29.6343,29.2842,29.29760028
E02,2023-03-23,28.9507,29.5959,29.29435,29.29379014
E03,2023-03-23,28.9926,29.6702,29.2895,29.31795042
E04,2023-03-23,28.9879,29.7272,29.3129,29.33425861
N01,2023-03-23,29.0134,29.8752,29.28325,29.35337903
N02,2023-03-23,29.0541,29.9132,29.2601,29.3432509
N03,2023-03-23,29.0783,29.6508,29.25825,29.31390208
N04,2023-03-23,28.969,29.9964,29.27215,29.35942667
N05,2023-03-23,28.917,30.2528,29.27005,29.42937917
W01,2023-03-23,29.0641,29.9177,29.49145,29.45238056
W02,2023-03-23,29.0867,29.9606,29.5001,29.47253972
W04,2023-03-23,28.9782,30.5274,29.49715,29.62814056
B01,2023-03-24,29.0742,30.4334,29.5322,29.54742806
B04,2023-03-24,28.9637,29.9001,29.1481,29.30839319
B05,2023-03-24,29.1108,29.9643,29.3931,29.43008188
B06,2023-03-24,28.9996,29.7612,29.14945,29.24666826
B07,2023-03-24,29.011,30.2816,29.38995,29.44595847
B08,2023-03-24,28.9716,29.938,29.18405,29.31348417
B09,2023-03-24,28.9614,29.8177,29.21765,29.26276264
B10,2023-03-24,28.8273,29.748,29.01765,29.11887542
B10.5,2023-03-24,28.8544,29.631,29.09385,29.14669583
B11,2023-03-24,28.8725,29.7008,29.17305,29.21039097
B12,2023-03-24,28.8776,29.712,29.2319,29.23755097
B13,2023-03-24,28.804,29.9572,29.2058,29.22533542
B14,2023-03-24,28.8408,29.5972,29.07195,29.14165972
B15,2023-03-24,28.9931,29.4564,29.0627,29.14801
B17,2023-03-24,28.9252,29.5566,29.1404,29.178235
B18,2023-03-24,28.9057,29.7044,29.07205,29.15783653
B19,2023-03-24,28.9383,29.6488,29.04125,29.17010403
B20,2023-03-24,28.8732,29.9625,29.0881,29.24283875
B21,2023-03-24,28.8871,29.926,29.1185,29.25030931
B22,2023-03-24,28.9641,29.8107,29.2094,29.33160028
B24,2023-03-24,28.9588,30.0414,29.30785,29.43181458
B25,2023-03-24,28.8893,30.2943,29.31355,29.41784931
B26,2023-03-24,28.8805,30.3995,29.50545,29.56025667
B27,2023-03-24,28.8178,30.4735,29.46165,29.51596278
B28,2023-03-24,28.8133,30.6859,29.49565,29.59011597
B29,2023-03-24,28.7998,30.6978,29.43365,29.56029375
B30,2023-03-24,28.8748,30.4462,29.3648,29.51181708
B31,2023-03-24,28.8739,30.6448,29.35415,29.52356972
B32,2023-03-24,28.7317,30.6531,29.39605,29.44424181
B33,2023-03-24,28.4754,30.7236,28.91275,29.14950028
B34,2023-03-24,28.6077,30.8336,28.9509,29.23250861
B35,2023-03-24,28.6462,30.9619,29.05595,29.42278611
E01,2023-03-24,28.8422,29.536,29.07135,29.13119326
E02,2023-03-24,28.8573,29.5596,29.0903,29.13127056
E03,2023-03-24,28.8388,29.6254,29.06355,29.15047361
E04,2023-03-24,28.8138,29.6515,29.04335,29.15782646
N01,2023-03-24,28.9729,30.0504,29.18365,29.35236854
N02,2023-03-24,29.0098,30.0888,29.15715,29.33670847
N03,2023-03-24,29.0206,29.8179,29.1613,29.29119306
N04,2023-03-24,28.9342,30.1351,29.2114,29.36662389
N05,2023-03-24,28.9253,30.4761,29.30395,29.45871111
W01,2023-03-24,28.9237,30.3831,29.44175,29.46168264
W02,2023-03-24,28.926,30.3706,29.43195,29.47763944
W04,2023-03-24,28.8291,30.5769,29.51825,29.60554694
B01,2023-03-25,29.258,30.6358,29.4608,29.6568416
B04,2023-03-25,28.9989,30.2143,29.36405,29.43165681
B05,2023-03-25,29.129,30.1314,29.47925,29.49095764
B06,2023-03-25,28.9771,30.0966,29.1294,29.27941014
B07,2023-03-25,29.0303,29.9315,29.3801,29.40214069
B08,2023-03-25,29.0278,29.9177,29.19085,29.32026132
B09,2023-03-25,29.0181,30.0002,29.15475,29.28830569
B10,2023-03-25,28.9533,30.0496,29.2334,29.33125014
B10.5,2023-03-25,28.9963,30.0839,29.3132,29.36076153
B11,2023-03-25,29.0007,30.112,29.20335,29.35196264
B12,2023-03-25,28.8642,30.3446,29.16365,29.33876639
B13,2023-03-25,28.8425,30.3202,29.19705,29.33559028
B14,2023-03-25,28.9856,29.6825,29.27795,29.27684653
B15,2023-03-25,28.9848,29.6223,29.15215,29.19596903
B17,2023-03-25,28.9963,29.7054,29.176,29.25619861
B18,2023-03-25,29.0271,29.706,29.2203,29.28143653
B19,2023-03-25,28.9328,29.8704,29.16755,29.3043875
B20,2023-03-25,28.8457,29.9513,29.1005,29.19549375
B21,2023-03-25,28.8336,29.9123,29.17175,29.23622556
B22,2023-03-25,28.8644,29.7706,29.18085,29.27307264
B24,2023-03-25,28.9028,29.8556,29.23855,29.288785
B25,2023-03-25,28.8799,30.3355,29.2385,29.33526042
B26,2023-03-25,28.8764,30.1999,29.2697,29.43370056
B27,2023-03-25,28.8616,29.9556,29.3907,29.38055792
B28,2023-03-25,28.8694,30.0898,29.2052,29.36979153
B29,2023-03-25,28.8925,30.1888,29.213,29.40081681
B30,2023-03-25,28.9633,29.9297,29.242,29.37090139
B31,2023-03-25,28.9136,30.219,29.29515,29.38844694
B32,2023-03-25,28.9465,30.0297,29.2801,29.38091194
B33,2023-03-25,28.6732,30.1734,29.37565,29.41737306
B34,2023-03-25,28.7977,30.1857,29.4142,29.44818278
B35,2023-03-25,28.7593,30.2326,29.2328,29.37863986
E01,2023-03-25,29.017,29.5783,29.284,29.26865111
E02,2023-03-25,29.0215,29.5813,29.28575,29.26430736
E03,2023-03-25,28.9388,29.7418,29.24175,29.27198368
E04,2023-03-25,28.9109,29.832,29.2157,29.27107847
N01,2023-03-25,29.0601,30.1611,29.30565,29.40608389
N02,2023-03-25,29.1033,30.0993,29.30535,29.38897576
N03,2023-03-25,29.1273,29.9354,29.31195,29.36582597
N04,2023-03-25,29.0014,30.1145,29.3045,29.41847056
N05,2023-03-25,28.9725,30.4262,29.3177,29.47924403
W01,2023-03-25,28.9525,30.1534,29.2694,29.38233694
W02,2023-03-25,28.9398,30.1614,29.25435,29.39717028
W04,2023-03-25,28.8138,30.5127,29.24695,29.49246542
B01,2023-03-26,28.9599,30.038,29.5158,29.47223194
B04,2023-03-26,28.9852,29.9206,29.47035,29.40552208
B05,2023-03-26,29.0591,29.9603,29.48705,29.45223479
